Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
0.086150500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.090122750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.091148000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.095180250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.096205750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.100100750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.101126250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.105234250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.106259750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.110113750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.111139250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.115244000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.116269250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.120170750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.121196000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.125155500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.126180750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.130104750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.131130250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.135155000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.136180250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.140127750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.141153000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.145134500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.146160000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.150129750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.151155250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.155267250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.156292500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.160105500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.161130750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.165219750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.166245250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.170180000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.171205250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.175140250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.176165500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.180131500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.181156750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.185165000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.186190250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.190113000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.191138250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.195166500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.196191750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.200137250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.201162500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.205269250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.206294500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.210136750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.211162000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.215287000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.216312250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.220160250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.221185500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.225167500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.226192750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.230138500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.231163750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.235147500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.236172750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.240142500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.241168000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.245175500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.246200750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.250123250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.251148500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.255260000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.256285500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.260136750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.261162250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.265210000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.266235250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.270190500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.271215750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.275206250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.276231500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.280127000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.281152250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.285177250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.286202500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.290148000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.291173250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.295157000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.296182250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.300148500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.301173750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.305266250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.306291500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.310128250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.311153500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.315274000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.316299250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.320198750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.321224000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.325165000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.326190250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.330157250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.331182750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.335210000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.336235250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.340134000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.341159500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.345189250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.346214500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.350157000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.351182250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.355273000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.356298500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.360159000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.361184250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.365250500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.366275750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.370185000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.371210250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.375192000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.376217250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.380163000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.381188250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.385171750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.386197000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.390162500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.391187750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.395224000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.396249250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.400144500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.401170000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.405281750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.406307250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.410158500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.411183750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.415288500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.416313750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.420215000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.421240500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.425198250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.426223500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.430146000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.431171500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.435202250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.436227500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.440168750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.441194250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.445177500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.446202750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.450171750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.451197000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.455330750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.456399500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.460148500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.461173750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.465269500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.466294750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.470221250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.471246500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.475181500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.476206750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.480178500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.481203750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.485207500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.486232750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.490153000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.491178250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.495210750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.496236000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.500181500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.501206750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.505296750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.506322000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.510181000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.511206250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.515326500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.516351750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.520204750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.521230000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.525212750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.526238000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.530183500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.531208750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.535192250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.536217500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.540183500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.541208750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.545216250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.546241500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.550161750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.551187000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.555303000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.556328250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.560182500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.561251250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.565253250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.566278500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.570233250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.571258750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.575250250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.576275500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.580171000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.581196250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.585221250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.586246500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.590192000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.591217250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.595205250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.596230500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.600194500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.601220000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.605311000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.606336250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.610173500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.611198750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.615313250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.616338500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.620241500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.621266750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.625207250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.626232500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.630201250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.631226750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.635254000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.636279250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.640178000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.641203500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.645231250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.646256500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.650203500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.651229000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.655318750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.656344000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.660201250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.661226500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.665293500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.666362250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.670230250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.671255500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.675235000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.676260500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.680209500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.681234750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.685212750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.686238000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.690207750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.691233000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.695267250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.696292500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.700186000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.701211500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.705339500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.706364750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.710210000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.711235250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.715335000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.716360250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.720255750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.721281000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.725244750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.726270000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.730192750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.731218250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.735243000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.736268250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.740215750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.741241000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.745224500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.746250000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.750215500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.751240750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.755368500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.756393750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.760198000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.761223250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.765306250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.766331500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.770263500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.771332250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.775225000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.776250500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.780220500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.781245750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.785253750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.786279250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.790202000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.791227500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.795252000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.796277250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.800223000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.801248000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.805336750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.806362000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.810223750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.811249250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.815369000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.816394250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.820252750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.821278000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.825257250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.826282500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.830231500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.831256750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.835234750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.836260000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.840231500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.841256750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.845262500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.846287750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.850210500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.851235750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.855344250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.856369500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.860235750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.861261000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.865299750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.866325250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.870278750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.871304250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.875291500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.876369250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.880213000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.881238250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.885266250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.886291500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.890237750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.891263000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.895245750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.896270750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.900241250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.901266500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.905351250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.906376500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.910219750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.911245000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.915359500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.916384750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.920290500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.921315750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.925250500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.926275750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.930244500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.931270000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.935299750000000, 0, 1, 1, 1, 1, 1, 1, 1
0.936325000000000, 0, 0, 1, 1, 1, 1, 1, 1
0.940223250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.941248500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.945273250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.946298500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.950244000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.951269250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.955376000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.956401250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.960248000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.961273250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.965344250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.966369750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.970273500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.971298750000000, 0, 0, 1, 1, 1, 1, 1, 1
0.975278250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.976303500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.980249250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.981327500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.985261000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.986286250000000, 0, 0, 1, 1, 1, 1, 1, 1
0.990250000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.991275500000000, 0, 0, 1, 1, 1, 1, 1, 1
0.995306250000000, 0, 1, 1, 1, 1, 1, 1, 1
0.996331750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.000230250000000, 0, 1, 1, 1, 1, 1, 1, 1
1.001255500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.005367000000000, 0, 1, 1, 1, 1, 1, 1, 1
1.006392500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.010252750000000, 0, 1, 1, 1, 1, 1, 1, 1
1.011278000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.015373000000000, 0, 1, 1, 1, 1, 1, 1, 1
1.016398500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.020301250000000, 0, 1, 1, 1, 1, 1, 1, 1
1.021326500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.025285750000000, 0, 1, 1, 1, 1, 1, 1, 1
1.026311000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.030233750000000, 0, 1, 1, 1, 1, 1, 1, 1
1.031259000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.035288750000000, 0, 1, 1, 1, 1, 1, 1, 1
1.036314000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.040256750000000, 0, 1, 1, 1, 1, 1, 1, 1
1.041282250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.045265750000000, 0, 1, 1, 1, 1, 1, 1, 1
1.046291000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.050260750000000, 0, 1, 1, 1, 1, 1, 1, 1
1.051286000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.055403250000000, 0, 1, 1, 1, 1, 1, 1, 1
1.056428250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.060238500000000, 0, 1, 1, 1, 1, 1, 1, 1
1.061263750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.065353000000000, 0, 1, 1, 1, 1, 1, 1, 1
1.066378250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.070310250000000, 0, 1, 1, 1, 1, 1, 1, 1
1.071335500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.075269250000000, 0, 1, 1, 1, 1, 1, 1, 1
1.076294500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.080264500000000, 0, 1, 1, 1, 1, 1, 1, 1
